532.954,849.902,178.449,104.294
506.586,913.408,168.951,105.254
549.268,816.13,182.527,103.926
742.869,2091.71,115,190.251
737.218,2464.38,115,188.799
365.815,2518.07,130.811,115
428.212,4061.86,115,115
321.408,3460.56,151.349,115
1316.46,3206.76,115,300
680.108,3357.21,115,174.125
460.099,4242.15,115,117.595
709.584,2281.71,115,181.699
356.191,3050.81,135.262,115
439.424,4136,115,115
513.922,2853.04,115,131.424
416.773,3338.55,115,115
976.84,889.09,115.739,195.828
515.064,2864.78,115,131.718
527.239,1018.19,145.637,119.764
779.917,2668.41,115,199.77
758.424,2620.03,115,194.248
961.825,1144.91,115.234,241.68
704.361,817.173,158.244,132.321
457.828,4229.56,115,117.011
479.387,3636.91,115,122.551
728.161,1501.85,115,186.472
861.753,1679.95,115,220.798
475.171,2761.99,115,121.468
718.107,2524.77,115,183.889
582.585,1003.99,144.42,130.628
732.806,1748.58,115,187.665
335.776,2403.09,144.704,115
574.995,982.166,148.895,126.571
727.23,1547.37,115,186.233
728.531,2353.87,115,186.567
643.222,1018.66,137.766,145.879
619.581,1518.11,115,158.573
470.942,3310.65,115,120.381
296.76,2654.11,162.748,115
372.677,2526.87,127.637,115
754.846,2177.99,115,193.328
557.132,962.512,154.057,120.632
330.246,2964.97,147.261,115
409.292,3062.84,115,115
507.086,2816.42,115,129.668
693.627,1189.8,115,177.599
779.341,936.967,135.95,164.069
718.01,2479.33,115,183.864
745.327,2556.66,115,190.883
606.45,984.586,145.88,133.677
748.498,2270.37,115,191.697
302.214,2307.61,160.226,115
316.052,3393.71,153.826,115
741.239,1938.79,115,189.832
299.404,2821.86,161.526,115
793.084,2692.15,115,203.154
793.456,2745.83,115,203.249
407.812,2671.66,115,115
367.371,3100.3,130.091,115
599.132,2821.63,115,153.319
580.75,1017.11,142.23,131.667
718.288,2283.06,115,183.935
792.434,2718.14,115,202.987
573.4,962.557,152.556,124.101
416.472,4022.69,115,115
468.636,2746.73,115,119.788
735.52,2268.37,115,188.363
447.935,3251.47,115,115
741.791,2545.58,115,189.974
590.095,2330.29,115,150.997
894.878,1669.22,115,229.309
417.369,2633.64,115,115
487.236,3119.55,115,124.568
349.521,3019.84,138.347,115
336.303,2929.42,144.46,115
527.853,3406.54,115,135.004
732.276,3009.63,115,187.529
753.48,1835.18,115,192.978
526.071,985.76,152.239,116.306
302.693,2280.36,160.005,115
560.77,995.291,147.64,124.872
761.347,4804.13,115,194.999
290.744,2605.77,165.531,115
533.024,833.997,181.558,102.733
440.858,2976.59,115,115
869.8,1677.82,115,222.865
719.186,3131.56,115,184.166
936.454,1732.21,115,239.992
566.187,1217.88,115,144.854
753.575,2219.3,115,193.002
345.052,2999.81,140.414,115
618.682,926.339,154.189,129.48
313.139,2810.9,155.173,115
414.847,2608.3,115,115
283.003,2768.53,169.111,115
710.923,3506.88,115,182.043
491.317,2822.43,115,125.616
415.101,3008.13,115,115
319.843,2744.98,152.072,115
386.271,3003.75,121.35,115
730.509,3639.1,115,187.075
765.611,4422.8,115,196.094
1896.86,1942.22,115,300
624.229,983.595,144.577,137.427
440.221,3289.16,115,115
447.189,3323.81,115,115
337.786,2971.15,143.774,115
728.949,2595.87,115,186.674
607.901,918.943,156.564,126.414
553.754,982.132,150.667,121.957
730.684,1965.7,115,187.12
444.788,2988.38,115,115
761.527,4636.22,115,195.045
744.256,4179.8,115,190.608
735.365,3010.75,115,188.323
714.048,2430.77,115,182.846
417.943,4022.53,115,115
688.58,1023.8,134.059,156.757
730.728,2277.1,115,187.131
427.127,3113.8,115,115
719.894,2298.69,115,184.348
344.066,2998.73,140.869,115
294.299,2619.2,163.886,115
662.376,1283.46,115,169.569
740.101,2393.65,115,189.54
730.471,2985.02,115,187.065
691.438,3876.49,115,177.036
386.379,2700.61,121.3,115
352.434,2899.72,136.999,115
470.779,3615.19,115,120.339
362.644,3094.89,132.277,115
380.308,2818.8,124.107,115
735.336,2141.1,115,188.316
961.077,914.871,117.447,197.595
653.241,1206.41,115,167.222
638.991,933.555,150.916,134.528
703.997,2468.82,115,180.263
740.31,2392.02,115,189.594
743.78,1904.64,115,190.485
300.419,2284.75,161.056,115
721.815,2343.93,115,184.841
819.023,2169.58,115,209.818
678.706,1302.37,115,173.765
661.049,1173.19,115,169.228
871.093,1017.75,122.534,196.939
362.207,3131.77,132.479,115
726.186,3003.51,115,185.964
290.385,2595.56,165.697,115
5672.17,2018.49,115,300
751.007,1813,115,192.342
733.14,3075.84,115,187.751
714.004,3706.74,115,182.834
734.08,1139.38,118.387,183.587
696.28,3848.13,115,178.28
654.39,1204.81,115,167.517
571.101,953.345,154.433,122.619
746.729,2456.98,115,191.243
730.023,937.531,140.965,153.915
658.697,973.269,143.206,143.614
741.791,2531.29,115,189.974
561.668,979.791,150.442,123.427
414.993,3327.48,115,115
598.798,940.247,153.987,126.975
697.465,3803.55,115,178.585
437.192,4124.04,115,115
740.516,2252.68,115,189.646
722.326,3675.84,115,184.973
734.04,2484.74,115,187.983
403.459,3304.22,115,115
653.884,1005.9,138.901,146.672
964.238,1192.5,115,247.13
739.75,1326.83,115,189.45
674.619,1266.47,115,172.715
792.504,2723.4,115,203.005
458.773,3361.51,115,117.254
345.988,2457.81,139.98,115
465.895,2735.17,115,119.084
419.874,2631.58,115,115
482.682,3095.48,115,123.397
618.762,786.584,176.38,113.141
485.936,3074.55,115,124.233
971.599,949.241,116.093,206.323
347.615,2429,139.228,115
410.962,2605.2,115,115
332.243,2917.76,146.338,115
337.789,2888.15,143.773,115
746.087,1471.21,115,191.078
1247.4,2088.44,115,300
729.027,2361.52,115,186.695
598.825,1020.44,140.442,136.103
611.214,3598.44,115,156.423
725.194,3621.85,115,185.71
455.718,4217.94,115,116.469
398.046,2583.43,115.904,115
359.902,2499.24,133.545,115
326.401,2920.24,149.04,115
716.286,3369.56,115,183.421
776.739,2564.29,115,198.954
430.214,3165.98,115,115
738.373,2425.26,115,189.096
624.511,1518.98,115,159.84
334.189,2876.29,145.438,115
340.646,2977.25,142.451,115
732.02,2497.84,115,187.464
