375.953,3839.62,126.122,115
372.504,3843.68,127.717,115
372.504,3840.73,127.717,115
371.918,3840.73,127.988,115
373.243,3830.86,127.375,115
372.702,3821.04,127.625,115
369.267,3812.72,129.214,115
368.484,3800.93,129.576,115
369.002,3802.62,129.337,115
368.56,3790.82,129.541,115
369.153,3793.28,129.267,115
368.093,3781.48,129.757,115
372.383,3790.05,127.773,115
371.26,3778.27,128.292,115
366.019,3770.95,130.716,115
366.019,3759.19,130.716,115
372.97,3764.66,127.501,115
372.347,3752.92,127.79,115
376.145,3745.51,126.033,115
379.955,3734.25,124.271,115
379.49,3722.51,124.486,115
379.858,3720.07,124.316,115
383.442,3708.29,122.658,115
386.1,3704.72,121.429,115
395.899,3692.94,116.897,115
390.925,3691.69,119.197,115
395.555,3679.95,117.056,115
402.953,3683.42,115,115
402.953,3671.68,115,115
426.98,3668.2,115,115
426.98,3656.46,115,115
446.604,3656.46,115,115
469.994,3658.84,115,120.137
469.994,3647.1,115,120.137
469.626,3647.1,115,120.043
622.249,3635.37,115,159.258
615.663,3632.09,115,157.566
615.663,3619.38,115,157.566
615.32,3619.38,115,157.478
619.65,3624.74,115,158.591
619.65,3611.05,115,158.591
619.831,3604.07,115,158.637
619.831,3590.35,115,158.637
611.214,3598.44,115,156.423
620.476,3586.21,115,158.803
618.958,3572.65,115,158.413
613.979,3568.27,115,157.133
613.979,3554.71,115,157.133
611.899,3554.71,115,156.599
619.674,3554.28,115,158.597
619.674,3545.69,115,158.597
601.367,3544.1,115,153.893
601.367,3559.47,115,153.893
610.074,3549.72,115,156.13
610.074,4213.03,115,156.13
609.797,3668.74,115,156.059
609.797,4199.84,115,156.059
610.06,4219.66,115,156.126
609.232,4079,115,155.914
605.808,4085.57,115,155.034
605.808,4071.81,115,155.034
603.193,4071.81,115,154.362
599.485,4054.38,115,153.409
599.716,4055.28,115,153.469
599.716,4041.55,115,153.469
597.177,4041.55,115,152.816
600.563,4037.26,115,153.686
600.563,4023.51,115,153.686
597.46,4023.51,115,152.889
597.46,4010.33,115,152.889
593.724,4010.33,115,151.929
595.107,4011.04,115,152.284
586.958,4001.92,115,150.191
585.912,3978.09,115,149.922
585.912,1324.13,115,149.922
576.756,1339.16,115,147.569
585.999,1312.98,115,149.944
585.999,1300.49,115,149.944
583.743,1300.49,115,149.365
587.237,1296.73,115,150.262
587.237,1283.81,115,150.262
577.268,1283.99,115,147.701
571.667,1249.61,115,146.262
569.855,1230.74,115,145.796
566.187,1217.88,115,144.854
560.95,1220.5,115,143.508
560.95,1207.18,115,143.508
556.687,1207.18,115,142.413
545.324,1174.99,115,139.493
550.764,1159.09,117.097,139.747
543.443,1146.29,119.633,136.563
535.819,1126.29,123.685,132.613
533.709,1100.97,128.769,129.537
530.571,1088.61,131.342,127.54
530.571,1076.77,133.713,126.356
528.126,1104.22,128.285,128.509
528.126,1091.83,130.781,127.275
524.002,1086.76,131.955,125.783
524.002,1074.88,134.369,124.612
523.409,1094.71,130.36,126.425
520.961,1097.67,129.836,126.125
520.961,1085.76,132.272,124.958
519.156,1102.88,128.824,126.198
519.156,1090.47,131.374,124.986
511.675,1057.8,138.447,120.057
507.694,3701.09,115,129.824
511.562,3681.32,115,130.818
511.562,3670.01,115,130.818
508.457,3670.01,115,130.02
502.218,1057.46,138.989,117.822
498.917,3666.43,115,127.569
497.75,3665.69,115,127.269
497.75,3653.47,115,127.269
502.212,3651.58,115,128.416
502.212,3638.97,115,128.416
498.252,3638.97,115,127.398
493.866,3635.82,115,126.271
493.866,3623.59,115,126.271
491.775,3623.59,115,125.734
492.525,3616.14,115,125.926
492.525,3605.22,115,125.926
492.893,3616.97,115,126.021
490.655,3605.66,115,125.446
489.13,3597.51,115,125.054
485.115,3584.9,115,124.023
485.115,3572.67,115,124.023
482.398,3572.67,115,123.324
480.626,3578.03,115,122.869
480.626,3566.73,115,122.869
476.952,3566.73,115,121.925
480.516,3572.15,115,122.841
479.409,3554.84,115,122.557
479.409,3542.22,115,122.557
475.196,3542.22,115,121.474
474.587,3548,115,121.317
470.987,3535.77,115,120.392
468.804,3534.44,115,119.831
468.804,3523.16,115,119.831
465.608,3523.16,115,119.01
465.394,3529.4,115,118.955
462.406,3510.53,115,118.188
459.742,3499.26,115,117.503
462.212,3502,115,118.138
459.916,3489.81,115,117.548
459.409,3487.99,115,117.418
457.294,3476.71,115,116.874
452.337,3478.5,115,115.6
